"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"752",621056,"Wood, Hunter","752","100.0","0.256","0.161","0.289","0.417","0.303","0.296","0.248","46","180","86.7","18.9","2411","89.9","89.24","102","375","377","-0.7","5.82","108","154","117","148","292","320","294"
"751",543883,"Vincent, Nick","751","100.0","0.267","0.193","0.317","0.460","0.324","0.326","0.259","47","176","89.9","16.4","2346","88.1","86.94","91","381","370","-1.2","5.73","110","149","117","147","297","319","289"
"751",608371,"Sims, Lucas","751","100.0","0.201","0.214","0.256","0.416","0.302","0.270","0.176","31","154","88.6","25.4","2764","88.2","86.98","120","353","398","-1.2","5.48","113","150","118","146","292","312","288"
"742",571670,"Floro, Dylan","742","100.0","0.253","0.121","0.307","0.374","0.285","0.290","0.248","46","182","87.3","10.2","2219","91.8","90.19","98","383","359","-1.6","6.20","112","154","116","146","296","315","294"
"738",542914,"Bass, Anthony","738","100.0","0.179","0.125","0.207","0.304","0.241","0.311","0.244","30","168","87.3","5.5","1983","91.4","88.23","89","324","414","-3.2","6.04","108","154","113","147","297","319","291"
"737",467008,"Strop, Pedro","737","100.0","0.217","0.191","0.276","0.408","0.314","0.308","0.201","33","152","89.3","9.0","2355","88.2","88.14","105","357","380","-0.1","6.05","116","151","113","154","295","321","298"
"732",656970,"Smeltzer, Devin","732","100.0","0.265","0.201","0.294","0.466","0.326","0.344","0.280","50","189","89.4","16.4","2343","84.2","83.47","75","364","368","-0.7","5.77","108","152","115","145","298","325","291"
"732",596101,"Shafer, Justin","732","100.0","0.265","0.219","0.318","0.484","0.355","0.319","0.233","41","155","88.0","18.4","2459","91.0","91.05","92","352","380","0.1","6.29","110","152","119","149","306","328","299"
"728",453385,"Richard, Clayton","728","100.0","0.298","0.225","0.297","0.522","0.376","0.378","0.293","53","178","92.1","5.1","2198","87.4","86.18","50","341","387","-1.2","5.53","107","152","119","149","314","330","297"
"725",592165,"Brennan, Brandon","725","100.0","0.201","0.154","0.235","0.355","0.272","0.286","0.215","34","169","87.9","5.3","1989","90.0","88.23","115","339","385","-1.8","5.30","106","149","110","145","297","319","295"
"724",573046,"Morin, Mike","724","100.0","0.238","0.145","0.247","0.383","0.287","0.318","0.267","46","193","86.3","14.8","1829","83.0","82.64","84","390","334","-0.4","6.52","110","152","115","149","297","322","291"
"723",658305,"García, Edgar","723","100.0","0.266","0.266","0.303","0.531","0.373","0.348","0.235","38","143","89.5","17.6","2320","90.5","89.99","100","312","411","-0.5","5.99","109","150","118","148","301","323","293"
"720",643493,"Pruitt, Austin","720","100.0","0.266","0.186","0.301","0.452","0.314","0.301","0.253","47","177","88.3","6.4","2437","88.3","87.03","86","351","369","-1.3","5.40","109","161","117","149","292","326","302"
"718",592390,"Hembree, Heath","718","100.0","0.224","0.230","0.273","0.454","0.322","0.315","0.215","34","152","89.0","26.6","2525","90.9","91.03","95","348","370","0.1","6.31","112","150","116","148","285","322","291"
"715",502327,"Santiago, Héctor","715","100.0","0.300","0.257","0.366","0.557","0.395","0.374","0.267","42","140","88.6","21.4","2089","88.3","87.07","89","318","397","-1.2","5.60","111","150","116","147","293","321","295"
"714",663776,"Sandoval, Patrick","714","100.0","0.240","0.185","0.293","0.425","0.322","0.320","0.247","35","146","87.9","8.8","2014","87.5","86.54","102","312","402","-1.0","5.61","111","148","116","146","297","319","287"
"709",580792,"Goody, Nick","709","100.0","0.201","0.188","0.245","0.389","0.291","0.252","0.175","30","149","85.3","27.4","2303","87.6","87.31","116","365","344","-0.3","5.92","110","152","117","150","290","312","289"
"708",571858,"Kline, Branden","708","100.0","0.275","0.231","0.297","0.506","0.360","0.383","0.297","44","160","89.9","12.1","2160","92.2","92.07","77","317","391","-0.1","6.11","107","154","119","147","301","325","299"
"708",607457,"Barraclough, Kyle","708","100.0","0.273","0.245","0.319","0.518","0.371","0.392","0.278","38","139","90.6","13.6","2246","90.1","89.83","97","321","387","-0.3","6.04","110","149","111","147","304","318","297"
"704",594840,"Grace, Matt","704","100.0","0.319","0.241","0.340","0.560","0.379","0.382","0.311","61","191","90.9","6.9","1860","88.5","87.67","64","330","374","-0.8","5.66","113","151","114","148","300","314","298"
"696",594987,"Sadler, Casey","696","100.0","0.236","0.126","0.259","0.362","0.284","0.300","0.249","41","174","87.9","9.0","2559","89.0","88.29","72","321","375","-0.7","5.77","114","160","120","147","294","319","294"
"696",607074,"Rodón, Carlos","696","100.0","0.239","0.152","0.322","0.391","0.307","0.301","0.212","33","138","89.4","14.0","2203","87.8","86.56","91","320","376","-1.2","5.45","108","148","109","146","293","318","289"
"693",656547,"Holder, Jonathan","693","100.0","0.256","0.196","0.307","0.452","0.319","0.290","0.228","43","168","88.3","16.1","2361","88.0","87.94","88","344","349","-0.1","6.13","108","154","115","149","295","325","291"
"693",664353,"Urquidy, José","693","100.0","0.241","0.165","0.286","0.405","0.285","0.296","0.234","38","158","86.3","16.7","2342","87.7","86.64","90","318","375","-1.1","5.64","112","157","122","148","290","322","299"
"693",664062,"Gonsolin, Tony","693","100.0","0.178","0.144","0.208","0.322","0.252","0.293","0.220","26","146","88.6","15.8","2377","89.6","88.89","87","326","367","-0.7","5.77","114","161","118","146","300","321","297"
"692",458677,"Wilson, Justin","692","100.0","0.228","0.117","0.299","0.345","0.294","0.274","0.202","33","145","84.2","6.5","2418","92.1","91.40","87","342","350","-0.7","5.83","109","147","111","144","294","312","293"
"690",656257,"Brigham, Jeff","690","100.0","0.248","0.200","0.283","0.448","0.318","0.334","0.260","36","145","88.0","19.0","2700","90.0","88.46","84","335","355","-1.5","5.50","108","154","118","147","301","322","298"
"689",543278,"Hardy, Blaine","689","100.0","0.232","0.238","0.217","0.470","0.308","0.338","0.250","38","164","85.4","11.9","2081","81.6","80.86","72","331","358","-0.7","5.85","109","149","113","148","298","331","294"
"687",622505,"Alcántara, Victor","687","100.0","0.276","0.209","0.280","0.485","0.348","0.378","0.291","45","163","90.4","7.5","2021","92.2","91.09","74","354","333","-1.1","5.71","109","149","113","147","296","329","292"
"686",543001,"Carpenter, Ryan","686","100.0","0.339","0.289","0.338","0.628","0.415","0.380","0.308","61","180","90.7","13.6","2311","84.9","84.33","55","343","343","-0.6","5.95","108","149","114","147","301","330","291"
"684",608723,"Voth, Austin","684","100.0","0.213","0.181","0.259","0.394","0.282","0.281","0.217","33","155","87.7","19.5","2343","88.8","88.52","94","328","356","-0.3","6.00","113","151","112","149","302","312","296"
"682",608678,"Leone, Dominic","682","100.0","0.250","0.231","0.294","0.481","0.342","0.364","0.259","39","156","89.6","15.0","2366","90.9","90.91","101","335","347","0.0","6.17","113","151","114","149","299","324","300"
"681",650382,"Hernandez, Darwinzon","681","100.0","0.231","0.111","0.441","0.342","0.327","0.264","0.158","27","117","86.5","8.5","2420","92.2","93.03","99","279","402","0.8","6.57","110","150","115","148","278","318","292"
"677",641541,"Duplantier, Jon","677","100.0","0.283","0.109","0.359","0.391","0.339","0.345","0.258","39","138","89.3","13.1","2151","88.0","88.93","61","299","378","0.9","6.89","109","152","119","150","302","324","301"
"676",657277,"Webb, Logan","676","100.0","0.278","0.177","0.333","0.456","0.336","0.345","0.290","44","158","89.1","7.7","2186","88.7","88.97","66","295","381","0.3","6.32","111","153","115","150","295","329","302"
"675",476451,"Hellickson, Jeremy","675","100.0","0.294","0.231","0.311","0.525","0.375","0.380","0.294","47","160","86.0","15.2","2201","83.9","82.87","45","276","399","-1.0","5.62","114","151","114","147","300","316","297"
"674",543901,"Weber, Ryan","674","100.0","0.284","0.178","0.319","0.462","0.333","0.310","0.260","48","169","87.5","7.7","2144","84.5","82.84","44","302","372","-1.7","5.30","113","151","118","150","286","322","291"
